code,name,mv_mean,amount_mean,num_days,profit,主营产品名称,主营产品类型,公司简介
002091.SZ,江苏国泰,1796319.129,489111.9667,241,1236168613,硅烷偶联剂、国泰纺织品进出口、国泰服装进出口、国泰化工进出口、国泰机电进出口、国泰轻工进出口、国泰玩具进出口、锂离子电池电解液,进出口贸易、其他化学品,公司目前的主要业务有供应链服务和化工新能源业务。公司供应链服务主要涉及消费品进出口贸易以及电商平台，以消费品进出口贸易为主，面向国际国内两个市场，聚焦生活消费品，致力于提供全供应链一站式增值服务。公司控股子公司张家港市国泰华荣化工新材料有限公司主要生产锂离子电池电解液和硅烷偶联剂，作为国内锂离子电池电解液行业的先入者，在研发、生产、销售等方面具有一定的优势，锂离子电池电解液销量连续多年在国内和国际上名列前茅。公司控股子公司江苏国泰超威新材料有限公司是超级电容器电解液产品行业标准的主起草单位。
300457.SZ,赢合科技,1715567.214,414852.4273,241,311390993.4,叠片机、分条机、卷绕机、模切机、涂布机、制片机,专用设备与零部件,公司是我国动力电池智能自动化设备行业的龙头企业，也是目前全球唯一一家能够提供动力电池智能化数字工厂解决方案的企业。公司是行业内第一家推出锂电池智能生产线整线方案提供商，为客户提供自动化生产工艺实现、动力辅助、环境控制和工业建筑规划设计等全套解决方案，面向客户认可的子公司和合作伙伴定制相应设备，从方案设计、产品出图、设备生产到设备调试、生产运维的各个环节进行全程跟进和服务，充分满足客户自动化、信息化、智能化的生产需求。公司紧贴市场需求，抓住市场机遇，满足客户自动化、信息化、智能化的生产线要求，客户粘性提升，订单量持续增长。
300343.SZ,联创股份,1698377.66,1611408.409,241,287729234.7,ZLC-1001 家电专用系列、ZLC-1002热水器专用系列、ZLC-1003管道专用系列、ZLC-1004浇铸系列、ZLC-1005仿木系列、ZLC-1006喷涂系列、ZLC-1007板材系列、ZLC-2000汽车、家具系列、ZLC-SPU聚脲喷涂系列、公关社会化营销、广告效果监测、互联网媒介购买、精准和移动营销、品牌整合传播、数字平台建设,高分子聚合物、互联网服务、运营平台系统、专业咨询服务,公司致力于互联网营销传媒及绿色化学品的研发、生产与推广，产品涵盖：互联网创意及策略制定、媒介购买、数字公关、社会化营销、电商创新应用、数据分析循环利用、聚氨酯组合聚醚多元醇、聚氨酯弹性体预聚物、单体聚醚、聚脲防水防腐材料、聚氨酯防火保温板等。通过利用自身开发的数据系统持续的对客户及媒体数据进行收集和优化，并以其出色的策略策划、内容营销、创意制作和优秀的项目执行能力，为客户提供全面、优质的整合营销服务；凭借日臻成熟的媒介采购与管理经验，与主流互联网媒体形成了长期稳定的合作关系。公司作为清华大学院士工作站，始终坚持技术创新价值体系，拥有亚洲一流的“技术研发中心”和专业的科研团队以及一流的生产装置，确保了产业的可持续发展，志在打造中国创新化学品旗舰型企业，振兴民族产业。
002610.SZ,爱康科技,1685271.266,1347969.838,241,-406044783.9,EVA胶膜、爱康接线盒、太阳能电池封装边框、太阳能光伏支架、太阳能配件产品,铝合金及制品、专用设备与零部件,公司是一家专注于新能源电力投资运营及提供一站式光伏配件的高新技术企业，是江苏省重点发展和培育的国际知名品牌，中国新能源行业龙头企业之一。公司已累计运维的并网清洁能源电站约1GW，处在国内同行业民营企业的前列。其传统业务——光伏配件制造，涵盖太阳能电池铝边框、光伏安装支架、光伏焊带等产品，常年保持行业领先的发展态势。同时，其能源互联网业务，布局新能源电站维护、检测、评级、售电和碳资产开发、新能源汽车及充电桩运营等业务，全方位打通能源生产到消费的产业链。除此之外，在产业转型升级的大形势下，公司在金属加工产品领域开发新品，发展了索尼、丰田通商、住友商社、飞利浦、博世、三洋、海信等优质的客户群，帮助制造业资产质量升级；依托产学研合作、无锡市院士工作站、江苏省工程技术中心等研发平台，坚持“客户至上、持续创新、拥抱变化、以贡献者为本”的发展理念开展技术的实用性研究和前瞻性开发。
002472.SZ,双环传动,1679187.536,351488.9072,241,326329134,电动工具及工业缝纫机齿轮、轿车齿轮、轿工程机械齿轮、卡车齿轮、摩托车齿轮,传动设备,公司始终专注于机械传动齿轮的研发、设计、制造与销售，形成涵盖传统汽车、电动汽车、高铁轨道交通、非道路机械、摩托车及沙滩车、电动工具及工业机器人等多个领域门类齐全的产品结构，已经成为全球具有相当生产规模和实力的主要齿轮散件专业制造企业之一。公司与众多国内外优质客户建立起深厚的技术与产品合作关系，形成一批本行业“巨头”客户群，如博世、采埃孚、利勃海尔、卡特彼勒、康明斯、博格华纳、伊顿、西门子等以及国内的比亚迪、上汽、玉柴集团等。
603876.SH,鼎胜新材,1649406.781,339790.0401,241,430047929,PS版基、单零箔、电池箔、电池外壳、高铁隔音板、空调箔、铝箔毛料、普板带、钎焊箔、双零箔,专用设备与零部件,公司主导产品为铝板、带、箔及涂层材，以及深加工产品氧化铝板、电缆箔、空调箔、装饰建材用铝箔、空调冰箱用蒸发器、冷凝器等多种系列铝产品。广泛用于绿色包装、家用、家电、电子通讯、交通运输、印刷、化工、建材、装饰等行业。公司主要生产、检测设备从意大利、日本、德国等国引进，采用国内外先进的技术、工艺组织生产，通过严格的检测保证质量，能满足客户对产品厚度、精度及性能的需求。公司已于2001年通过了ISO9002认证，目前正在实施ERP管理。
002249.SZ,大洋电机,1613546.774,630638.9025,241,250385655.7,Y5S(L)空调用风机负载类电机、Y6S(L)柜式空调用风机负载类电机、Y7S(L)中央空调用风机负载类电机、大洋电机风机负载类电机、大洋电机高效节能智能电机、大洋电机洗衣机电机、大洋电机直流无刷电机,动力机械,公司致力于成为全球电机及驱动系统行业领袖，为全球客户提供安全、环保、高效的驱动系统解决方案，是一家拥有“建筑及家居电器电机、新能源汽车动力总成系统、氢燃料电池系统及氢能发动机系统以及车辆旋转电器”等产品，集“高度自主研发、精益制造、智慧营销”为一体的高新技术企业。公司在发展过程中荣获“国家火炬计划项目”、“省知识产权示范企业”、“省创新型企业”和“出口产品免验企业”等荣誉上百项，自有品牌“大洋电机”成为广东省著名商标及出口品牌，同时通过并购，公司拥有了百年国际品牌“佩特来”的永久免费使用权以及“上海电驱动”、“杰诺瑞”等多个行业知名品牌。通过开展氢燃料电池模组生产及氢能储运等一系列的业务拓展，公司已初步形成新能源汽车产业链完善的产业战略布局。在全球新能源汽车及氢燃料电池产业链的精准布局，有效提升了大洋电机在全球新能源汽车行业及氢燃料电池行业的重要性。
300393.SZ,中来股份,1574049.716,976954.2161,241,-313361310.5,中来太阳能电池背膜,半导体太阳能光伏,公司致力于打造成全球一流的光伏领先集成产品制造运营商。公司以技术为核心、以人才为驱动，聚焦太阳能光伏领域，构建了“光伏辅材、光电、光伏应用”三大业务。经过十年的发展，公司在国内光伏制造、研发领域经过多年的发展，积累了雄厚的技术优势和研发经验，一直保持着较强的研发实力和持续创新能力。背膜研发中心设有多功能、综合性实验室，着力完善产品研发技术平台，为背膜新项目、新技术的研发提供了良好的环境及设备支持。通过数年努力，公司获得了中国光伏上市公司卓越表现奖、CQC领跑者计划杰出贡献奖、组件卓越品质奖、最佳材料商奖、太阳能背膜协同制造技术与装备科学技术进步二等奖、中国能源技术领导企业等多个荣誉与奖项，公司的技术研发能力、产品质量、行业贡献获得了业内的高度认可，并在光伏行业形成了重要影响力。
300438.SZ,鹏辉能源,1552179.371,695455.9553,237,182431718.4,锂离子电池、锂锰电池、锂铁电池、镍氢电池,电子设备及加工,公司是中国较大的电池生产厂家之一，主营绿色高性能电池的研发、生产及销售。主要生产聚合物锂离子、锂离子、镍氢等二次充电电池，锂铁、锂锰、锂亚硫酰氯、锌空等一次电池，产品广泛应用于移动电源、航模、新能源汽车动力电池、汽车启动电源、通信基站后备电源、风光储能及家庭储能电池系统解决方案，并实现规模化生产，拥有自主知识产权，主要技术指标处于国内、国际先进水平。公司拥有较强的技术研发能力、高效的品质管控能力、生产技术与规模优势。公司通过多年对电芯材料体系的深入理解，持续技术创新和改造，导入新材料、新工艺、新设备，开发新产品，不断强化公司的市场竞争力，先后成立了“博士后科研工作站”、“广州市鹏辉二次电池工程技术研究开发中心”，多次被评为“国家火炬计划重点高新技术企业”、“高新技术企业”、“广东省省级企业技术中心”、“广东省战略性新兴产业骨干企业”。公司拥有各项专利，均已转化入公司的核心产品。未来，公司将继续坚持“以工业品发展为主，辅以民用品牌市场建设”的发展思路，立足国内、面向世界，全力打造成为具有国际竞争力的国内专业的电池制造企业。
600151.SH,航天机电,1536518.641,260601.9065,241,59990004.2,航天机电ABS轮速传感器、航天机电CZ型磁粉制动器、航天机电LYZGD离合器液压缸、航天机电LYZGE离合器液压缸、航天机电LYZG离合器液压缸、航天机电北京切诺基空调器、航天机电车速传感器、航天机电单晶硅电池组件、航天机电多晶硅电池组件、航天机电哈飞轿车空调器、航天机电哈飞微型车空调器、航天机电江淮空调器、航天机电江苏悦达轿车空调器、航天机电猎豹助力缸、航天机电南京菲亚特轿车空调器、航天机电奇瑞车速传感器、航天机电奇瑞轿车空调器、航天机电庆铃空调器、航天机电赛欧车速传感器、航天机电神龙富康轿车空调器、航天机电太阳电池组、航天机电太阳能光伏电站、航天机电夏利轿车空调器,半导体太阳能光伏、发动机设备、空调器具,上海航天汽车机电股份有限公司成立于1998年5月28日，股票代码600151，是中国首家以“航天”命名的上市公司，是航天技术应用产业化的重要平台。依托央企资源，把握国家战略性产业发展方向，经过多年不懈努力，航天机电现已形成新能源光伏、汽车热系统和军民融合三大产业格局，创建了上海、内蒙古、江苏三大产研基地，拥有五家高新技术企业和七个国家级、省市级技术研发中心。航天机电主要从事多晶硅、太阳能电池、电池组件及“光伏+储能”新型系统集成；空调热系统、EPS等汽车电子系统产品；军民融合领域的应用产品的研发、生产和销售。旗下品牌广泛享有国际国内市场盛誉，先后与众多世界知名企业建立了战略合作伙伴关系。秉承“用心创造未来”的企业文化，航天机电始终致力航天技术应用产业的发展，为中国乃至全球提供优质的产品和服务，并努力打造“可持续发展，有社会责任感，给股东合理回报的优质上市公司”。在企业科学发展的同时，积极履行节能环保的全球性社会责任，用心创造人类可持续发展的美好未来。
601311.SH,骆驼股份,1527104.723,338440.7956,241,831789107.6,纯铅薄极板卷绕式蓄电池、电动车电池、阀控密封式电池、干式电池、锂离子电池、免维护电池、摩托车电池、牵引用铅酸蓄电池,低压电器类,公司为一家专业从事先进电池研发、生产、销售、回收的综合性高新技术企业。多年来，公司面向市场，奋力拼搏，已成长为一个大型企业集团，逐渐发展壮大为国内最大的蓄电池制造公司之一。主要从事蓄电池的制造和销售，主要产品是用于汽车起动、电动道路车辆牵引、电动助力车动力用的铅酸蓄电池。公司拥有省级技术中心和研发中心，多项产品与技术为行业内首创，在技术上处于领先地位。公司已建立了完善的销售与服务网络，已成为东风汽车、神龙汽车、一汽大众、上海大众、福特、通用、北京现代、江淮汽车、重庆长安等家国内汽车生产厂商的主要供应商之一。在出口市场方面，公司海外市场的拓展和销售已初见成效，产品出口至俄罗斯、澳大利亚、意大利、沙特及南非等40多个国家。公司是国家重点支持的高新技术企业，“骆驼”商标已被国家工商总局认定为“驰名商标”。另外，公司还先后获得“国家权威检测合格产品证书”、“中国电器工业最具影响力品牌”、“中国市场品牌质量信誉竞争力调查”十佳品牌、“全国守合同重信用企业”、“质量信誉AAA等级”等多项荣誉或称号。
600006.SH,东风汽车,1419095.436,390588.1263,241,371747475.8,东风多利卡轻卡、东风福瑞卡系列、东风后置底盘、东风金霸轻卡、东风金刚轻卡、东风康明斯发动机、东风力拓系列、东风皮卡轻卡、东风前置底盘、东风日产帕拉丁SUV、东风日产皮卡、东风洒水车、东风吸粪车、东风小霸王轻卡、东风油罐车、东风御风系列、东风之星轻卡、新能源乘用车、新能源物客车、新能源物流车,发动机设备、行驶底盘设备、轿车、客车、轻型卡车、商务车、重型卡车与专用车,公司作为东风汽车集团有限公司轻型商用车事业的承担者，主营业务为全系列轻型商用车整车和动力总成的设计、制造和销售。事业单元涉及轻卡事业、工程车事业、客车事业、新能源事业和发动机事业。公司涵盖全系列汽车品种从轻卡、工程车、特种车、皮卡到SUV、MPV、客车、轻型客车及底盘等，从传统汽车到新能源汽车，多方位满足全国客户的不同货物运输类型需要和行业集团客户的差异化需求。公司立足客户和市场的需求进行商品规划，以客户为中心研发和投放市场，打造工特事业的黄金车型，在市场上奠定了坚实的基础。
600577.SH,精达股份,1392935.056,457453.4071,241,549139404.5,精达股份HFC134a压缩机用漆包铜圆线、精达股份HFC空调压缩机多层复合漆包铜圆线、精达股份变频电机用抗电晕漆包线铜圆线、精达股份家电销售、精达股份聚酯亚胺复合聚酯胺酰亚胺漆包铜圆线、精达股份聚酯亚胺漆包铜圆线、精达股份拉丝模具、精达股份软圆铜线、精达股份硬圆铜线、精达股份直焊性聚氨酯微细漆包铜圆线,家电零售与连锁、输电设备、冶金机械,公司为国家重点高新技术企业，是特种电磁线行业的龙头企业、位列全球前三位的特种电磁线制造商。公司在质量、品牌、技术、规模、战略布局等方面具有明显的优势。主要生产设备、检测仪器从意大利、德国、奥地利、美国、丹麦等国家和中国台湾地区引进，自动化程度高，具有当代国际先进水平。公司主要产品广泛适用于家用电器、电子材料、电力设备、通讯仪器、汽车电机、电动工具等行业产品配套。形成了安徽、广东、天津、江苏四大生产基地，产品覆盖长三角、珠三角和环渤海地区，并有部分产品销往欧美、南亚地区。公司是电磁线行业国家标准起草单位，并参与了电线电缆行业“十二五”规划的编制工作。公司通过了ISO9001标准认证、TS16949、ISO14001环境管理体系认证、OHSAS18001职业健康安全管理体系等管理认证。
002518.SZ,科士达,1365689.442,459550.722,241,373200496.3,“金守护”系列一体化柜式机房、FMH密封电池系列、FML密封电池系列、FM固定型密封电池系列、FM小型密封电池系列、SM系列逆变电源、Stanchangel系列逆变电源、UPS、UPS输出模块、VP5800—RM系列逆变电源、VP5800系列逆变电源、插拔式电池箱、电池柜、机架式电池箱、机架折叠式KVM、科士达GFM密封电池系列、浪涌保护模块、市电分配模块、双电源切换模块、太阳能光伏逆变器、太阳能深循环电池系列、网点专用一体化柜式机房、友电HIPOWER系列、友电YDC9100系列、友电YDC9300系列、友电YDE2000系列、友电YDE9100系列、智能监控模块、主电源输入模块、综合配电模块,变电设备、低压电器类、电子元器件、输电设备,公司是国内领先的机房一体化系统集成制造商，领先的新能源电力转换技术创新厂商，UPS产业领导者，高品质阀控式密封铅酸蓄电池专业制造商。公司主要致力于电力电子及新能源领域，产品涵盖UPS不间断电源、逆变电源、阀控式铅酸蓄电池、机房一体化设备、太阳能光伏逆变器等。公司参与国家西气东输二线东段UPS集中采购等国家级重点信息化工程，品牌在国内市场已具有较高的知名度和美誉度。公司获得“UPS服务用户满意度金奖”、“UPS服务用户满意度第一”、“中国计算机用户服务优质企业”、“最佳服务承诺兑现企业”等荣誉称号。
603179.SH,新泉股份,1323250.54,124971.9277,241,284014410.9,保险杠总成、乘用车仪表板总成、顶置文件柜总成、立柱护板总成、流水槽盖板总成、门内护板总成、商用车仪表板总成,汽车及零配件经销,公司专业从事汽车内、外饰件系统零部件及模具的设计、制造及销售；自营和代理各类商品及技术的进出口业务。公司是全国百家优秀汽车零部件供应商之一，是众多汽车品牌的一级配套商，与合资广菲克、上海大众、一汽大众，自主上海汽车、吉利汽车、奇瑞汽车、宝沃汽车及北汽等乘用车配套；和一汽解放、东风、福田戴姆勒、中国重汽、陕重汽等大中型商用车汽车企业也建立了长期稳定的合作关系。　　公司恪守“追求卓越、超越期望”的质量方针，竭力为客户提供优质的产品和服务。2002年通过QS9000认证，2005通过TSl6949认证，2010年通过国家环境体系ISO14000认证，2009年新泉实验室通过国家CNAS认证。
000970.SZ,中科三环,1295195.754,520745.0073,235,398881468.5,SANMAG烧结钕铁硼磁体、SANMAG粘结钕铁硼磁体、大陆鸽电动自行车、中科三环软磁铁氧体,磁性材料、自行车及配件,公司是目前中国稀土永磁材料产业的代表企业，全球最大的钕铁硼永磁体制造商之一。公司主要从事磁性材料及其应用产品研发、生产和销售，以烧结钕铁硼磁体、粘结钕铁硼磁体、软磁铁氧体和电动自行车为主要产品。公司有NEOMAX和麦格昆磁的钕铁硼专利许可，其专利产品通过北京中科三环国际贸易公司以“SANMAG”商标远销世界各地。公司还参股上游原料企业，确保了稀土原材料的稳定供应；在下游产业生产由钕铁硼稀土永磁电机驱动的绿色环保电动自行车。公司的主打产品钕铁硼广泛应用于能源、交通、机械、信息、家电、消费电子等方方面面，尤其是近年来全球节能环保产业的快速发展，推动了在混合动力汽车、电动汽车、节能家电、机器人、风力发电等新兴领域的应用。公司是中国稀土永磁产业的代表企业，全球最大的钕铁硼永磁体制造商之一。
300185.SZ,通裕重工,1292454.661,360602.5631,241,284618271.2,MW级风力发电机主轴、大型电渣重熔锭、大型锻件、大型锻件坯料、大型数控设备、大型铸管模具,发电机及附属设备、型钢类、专用设备与零部件,公司长期从事大型铸锻件产品的研发、制造及销售，技术研发实力雄厚，质量控制体系运转良好，公司技术中心被认定为国家级企业技术中心，检测中心通过了国家实验室认证。公司已通过美国ASME核级MO认证，系中核集团合格供应商，已获得军工二级保密资格和武器装备质量管理体系认证，取得了锅炉压力容器锻件安全注册证书、压力管道元件制造许可证书和CCS、BV、DNV-GL、RINA、ABS、NK、LR、KR、RS九家船级社认证。经过多年发展，现已形成集大型铸锻坯料制备、铸锻造、热处理、机加工、大型成套设备设计制造于一体的完整产业链，并可为能源电力(含风电、水电、火电、核电)、矿山、石化、海工装备、压力容器、机械、军工、航空航天等行业提供大型铸锻件及核心部件，现已成为国家经济建设和国防建设所需核心产品和大型高新技术重大装备的研发、制造基地。凭借过硬的产品质量，与美国GE、德国恩德、西班牙安信能、丹麦维斯塔斯等国内外众多高端客户建立了长期稳定的合作关系。公司荣获中国工业行业排头兵企业、中国机械工业优秀企业、山东省环境友好企业、山东省节能先进企业等多项荣誉称号。
300655.SZ,晶瑞电材,1291778.498,643648.044,241,200996573.6,超净高纯试剂、功能性材料、光刻胶、锂电池粘结剂、食品级消毒剂过氧乙酸,有机化工原料,苏州晶瑞化学股份有限公司(SCCC)2001.11.29注册成立，位于苏州市吴中经济开发区澄湖东路，是一家生产销售微电子业用超纯化学材料和其他精细化工产品的上市企业。品种包括氢氟酸、过氧化氢、氨水、盐酸、硫酸、硝酸、异丙醇、冰醋酸、混合酸(硅腐蚀液、铝腐蚀液、铬腐蚀液、BOE、金蚀刻液)氢氧化钾、氢氧化钠、配套试剂等。目前主要产品的纯度为，单项金属杂质含量小于0.1ppb。产品广泛应用于超大规模集成电路、LED、TFT-LCD面板制造过程、太阳能硅片的蚀刻与清洗。
000049.SZ,德赛电池,1286157.946,499198.3772,241,793765412.6,德赛锂聚合物电池、德赛镍氢电池、德赛燃料电池、德赛无汞碱锰电池、德赛锌空气电池、德赛一次锂电池,低压电器类,公司为控股型企业，主要围绕锂电池产业链进行业务布局，其中惠州电池主营中小型锂电池封装集成业务，惠州蓝微主营中小型移动电源管理系统业务，二级子公司惠州市蓝微新源技术有限公司主营大型动力电池、储能电池等电源管理系统及封装集成业务。公司已经成为全球中小型移动电源领域的领导厂商之一，与全球主要电芯厂开展合作，服务于全球顶级消费电子厂商。作为国内锂电池制造领域的先行者，经过多年的发展，尤其是近年来，通过持续加大研发投入、打造高效制造平台、搭建品质控制预防体系、优化业务结构等举措，公司积累了雄厚的技术优势，品质保证及技术开发能力处于国际领先地位，拥有了优质的高端客户资源、先进的自动化水平和领先的制造水平，具有较强的综合竞争优势。在智能手机、电动工具等中小型移动电源管理系统暨封装领域处于全球领先地位。公司的电池产品获得了“国家免检产品”、“中国名牌产品”、“广东省名牌产品”等称号。
600869.SH,远东股份,1237081.955,198792.6235,241,530897516.3,储能电池组、储能电芯、电线电缆、裸导线、智能设备,专用设备与零部件,公司致力于成为全球领先的智慧能源、智慧城市服务商，主营智慧能源和智慧城市技术、产品与服务及其互联网、物联网应用的研发、制造与销售；智慧能源和智慧城市项目规划设计、投资建设及能效管理与服务；智慧能源和智慧城市工程总承包；包括智能分布式电源技术和产品、数码电芯、高性能动力锂电池组、新能源汽车等。公司拥有博士后科研工作站、院士专家工作站、江苏省企业研究生工作站、国家级企业技术中心、国家级认可实验室、江西省锂电池工程研究中心等科研基地。公司以“创造价值，服务社会”为使命，秉持“诚信务实、创新创优、和灵共赢”的价值理念，致力成为备受员工热爱、备受社会尊敬的全球领先的智慧能源、智慧城市服务商。
000690.SZ,宝新能源,1184233.74,169396.1976,241,824373483.8,宝新能源广东省火电供应、宝新能源梅县荷树园电厂一二期工程,工业建筑、火电,公司是中国证券市场中的新能源电力龙头上市公司，是广东省首家采用先进循环硫化床洁净燃烧技术，以及全国规模最大的资源综合利用电厂。公司主营业务包括：洁净煤燃烧技术发电和可再生能源发电，新能源电力生产、销售、开发，新能源电力生产技术咨询、服务；房屋建筑、公路、桥梁、市政等基础设施工程的设计、承揽与施工；新能源产业投资，对外直接股权投资、创业投资、受托投资、受托管理投资、投资咨询、财务咨询。经过多年努力，公司先后入选上证300、深证100等多个重要指数样本股，连年名列“中国上市公司综合绩效百强榜”、“上市公司整体价值百强排行榜”、“最佳成长上市公司50强”、“中国新能源行业最具影响力品牌”，多次获得“广东十大和谐企业”、“广东省模范集体”、“广东省先进集体”、“中国上市公司董事会金圆桌奖——十佳董事会”、“中国上市公司董事会金圆桌奖——董事会建设特别贡献奖”等荣誉称号。
002239.SZ,奥特佳,1168554.086,234470.1455,238,-133914415.9,汽车空调系统、汽车空调压缩机,汽车及零配件经销,公司主要从事各类汽车空调压缩机及汽车空调系统的研发、生产和销售，是国内最大的汽车空调压缩机生产企业，产品主要销往国内外知名整车制造厂。南京奥特佳和富通空调是国内汽车空调压缩机行业的领先企业。南京奥特佳是中国汽车工业协会认定的“中国汽车零部件(空调)行业龙头企业”，是全球最大的涡旋式汽车空调压缩机生产企业，并连续多年获得“全国百佳优秀汽车零部件供应商”称号，奥特佳商标被评定为“中国驰名商标”。
300080.SZ,易成新能,1168062.469,126835.0043,241,-185266807.9,白刚玉微粉、高级耐火材料专用微粉、工程陶瓷专用微粉、黑碳化硅微粉、晶片研磨、抛光专用微粉、绿碳化硅微粉、太阳能、半导体切割刃料、涂附、固结磨具专用微粉、棕刚玉微粉,半导体材料,公司是一家专业从事太阳能晶硅片、半导体线切割刃料研发、生产、销售的高新技术企业，太阳能光伏行业重要的功能性材料供应商。公司产品占有率一直位居国内晶硅片切割刃料生产企业前列，主导产品太阳能晶硅片切割刃料、半导体晶圆片切割刃料是太阳能光伏产业、半导体芯片制备产业的专用切割材料，还广泛应用于工程陶瓷、研磨材料等领域。公司提供晶硅片切割废砂浆的回收再利用服务，是河南省第一批资源综合利用型企业。“晶硅电池片切磨专用刃料”被认定为“高新技术产品”，“新大新”品牌的切割刃料在业内具有较高的知名度和产品美誉度。
600821.SH,金开新能,1164592.123,419690.763,232,406161268.8,风电、光伏、新能源电力、新能源电站项目、综合清洁能源,发电机及附属设备,"公司是天津市知名的大型商业企业，占据着天津市最大的商业中心地带。公司位于天津最著名商业街—金街与滨江道交汇处，是天津繁华商业圈的财源本位，财富价值与生俱来。公司集购物、观光、餐饮、文化娱乐为一体的多功能、综合性经营，使顾客在购物的同时还能得到情趣享受。公司努力建设成为代表天津商业的主导企业，逐步向生产及其它领域延伸，带动相关生产、加工业共同发展，创建科工贸一体化，跨行业、跨地区，集流通、生产、金融、房地产多功能综合性经营的大型企业集团。2020年9月，公司的主要业务变更为新能源电站项目的开发、投资、建设及运营,向成为一家主要立足于光伏、风电领域的综合清洁能源服务商转型。"
000413.SZ,东旭光电,1148574.471,124751.3171,241,-2800338883,TFT-LCD液晶玻璃基板、宝石L-35玻管、宝石彩色显示器玻壳、宝石彩色显像管玻壳、宝石电真空玻璃管、宝石销钉、宝石阳极帽,半导体材料、半导体分立器件、电子设备及加工、电子元器件,公司是国内领先的集液晶玻璃基板装备制造、技术研发及生产销售于一体的高新技术企业，也是全球领先的光电显示材料供应商。，公司从光电显示产业起步，逐渐发展成为集液晶玻璃基板、盖板玻璃、偏光片、彩色滤光片、蓝宝石等光电显示材料、高端装备制造及系统集成、石墨烯产业化应用、新能源汽车研发及制造、智慧城市建设等业务为一体的综合性高新技术企业，产业上下游纵向布局及横向联动不断深化，逐渐形成了具有综合竞争力的新兴产业集群。
603212.SH,赛伍技术,1130691.883,137423.9694,241,170092277.3,保护膜、超薄胶带、结构胶膜、耐高温热固型绝缘胶膜、太阳能背板、太阳能电池封装胶膜,高分子聚合物、专用设备与零部件,公司主要从事薄膜形态功能性高分子材料的研发、生产和销售。公司将“材料设计、树脂改性、胶粘剂配方、界面技术、测试评价”的基干技术与“涂布、复合、流延制膜”的工艺技术构成技术平台，在同一个技术平台上不断开发适用不同应用领域的功能性材料，实现同心圆多元化经营模式；同时公司在不同细分市场领域内通过创新工程实现差异化竞争优势或成本竞争优势。目前公司已形成光伏和非光伏两个业务板块，建立了光伏材料、工业胶带材料、电子电气材料三类产品体系，产品广泛应用于光伏、智能手机、声学产品、高铁车辆和智能空调等领域。
300224.SZ,正海磁材,1119816.819,415551.7501,241,265041297.5,高性能钕铁硼磁性材料、新能源汽车驱动电机、新能源汽车驱动电机控制系统,磁性材料、发电机及附属设备,公司是国内新能源和节能环保领域高性能钕铁硼永磁材料的主要供应商，国内高性能钕铁硼永磁材料的龙头企业。公司秉承“高性能钕铁硼永磁材料+新能源汽车电机驱动系统”的双主营业务的发展模式。公司控股子公司上海大郡是国内专业从事新能源汽车驱动电机及其控制系统的研发、生产和销售的高新技术企业。公司是国家发改委、科技部、财政部、海关总署以及国家税务总局的联合认定的国家级企业技术中心。
300068.SZ,南都电源,1052851.971,456004.5876,241,-1370219224,“Narada南都”Acme中密系列电池、“Narada南都”GEL2V/12V聚合物胶体电池、“Narada南都”LSA大密系列电池、“Narada南都”LSE(EOS)大密系列电池、“Narada南都”MP中密系列电池,低压电器类,公司是国家高新技术企业，一直专注于高端工业电池及新能源领域。公司提供以先进阀控密封电池、锂离子电池、燃料电池为核心的系统化产品、解决方案及运营服务，主营业务包含通信及数据、智慧储能、新能源动力全系列产品和系统的研发、制造、销售、服务及环保型资源再生，已形成“原材料－产品应用－系统解决方案－运营服务－资源再生－原材料”的全封闭产业链，并成为储能及资源再生等多个领域的领导者。目前公司已建有国家企业技术中心、国家认可实验室、国家级博士后科研工作站、院士专家工作站等，配备了国际最先进的研发试验和综合测试设备，拥有以院士为首，国内外教授、专家作为技术带头人的具有丰富理论与实践经验的研发团队。“Narada南都”为浙江省著名商标及浙江省出口名牌，在国内同行中享有较高的知名度和美誉度，是国内同行中海外市场知名度最高的企业。公司在成为中国市场通信电源主要供应商的同时，产品远销欧美、东南亚、非洲等几十个国家和地区。
300082.SZ,奥克股份,1022393.599,366386.1904,241,352237905.2,甲基烯基聚氧乙烯、晶硅切割液系列产品、聚氧丙烯醚、聚乙二醇单甲醚、聚乙二醇系列产品、烯丙基聚氧乙烯醚,无机化工原料,"公司是国家首批创新型企业、国家级企业技术中心、国家重点高新技术企业、国家博士后科研工作站和全国模范劳动关系和谐企业。公司自创立以来始终坚持“共同创造、共同分享”和“立足环氧创造价值”的发展战略与“大趋势、大市场、少竞争”的开发经营策略,始终致力于环氧乙烷衍生精细化工新材料的技术创新和产业发展。奥克已经发展成为国内环氧乙烷精深加工规模最大和最具竞争力的龙头企业，成为了全球最大的高性能混凝土减水剂聚醚的制造商和太阳能电池硅切割液的制造商。"
